"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15"
"P408",3,4,3,4,3,4,4,3,4,3,4,4,4,3,4
"P409",3,3,3,3,4,4,3,2,2,3,4,2,2,3,3
"P410",3,2,4,3,3,2,4,3,2,2,3,4,4,4,4
"P411",2,4,3,3,2,3,3,3,4,4,3,3,4,4,3
"P412",4,3,3,3,3,3,2,2,3,3,3,3,4,4,3
"P413",4,3,3,3,4,3,3,3,2,3,4,4,3,3,3
"P414",4,2,3,4,3,4,3,2,4,3,4,3,4,2,3
"P415",2,2,3,2,3,2,2,1,1,2,2,1,2,1,2
"P416",2,3,2,2,2,3,3,2,2,1,1,3,2,2,2
"P417",3,2,3,3,2,3,2,3,2,2,2,3,4,3,2
"P418",4,3,3,2,3,3,2,3,4,3,3,3,3,3,3
"P419",3,4,3,3,2,4,4,3,3,3,3,2,3,4,3
"P420",4,4,4,3,4,3,4,5,4,4,5,3,4,5,4
"P421",4,2,4,4,4,4,3,2,3,3,4,4,3,3,3
"P422",2,3,2,3,3,2,2,2,3,3,2,2,3,2,3
"P423",4,2,3,3,4,3,3,3,2,2,4,3,4,3,3
"P424",3,4,4,4,3,4,4,3,4,4,4,4,3,3,3
"P425",4,5,4,4,5,4,4,4,4,4,4,5,3,4,4
"P426",3,3,2,3,3,3,2,2,3,3,3,3,2,2,3
"P427",3,3,3,3,3,2,3,3,4,2,2,3,2,2,3
"P428",3,3,3,2,3,3,3,3,2,4,3,3,3,4,3
"P429",3,3,4,3,3,3,3,4,4,3,2,4,4,4,3
"P430",4,3,4,3,2,3,4,3,3,4,2,3,3,3,3
"P431",3,2,3,2,3,3,3,3,2,2,3,3,3,3,2
"P432",4,3,2,3,2,2,3,3,3,3,3,3,3,4,3
"P433",4,3,4,3,2,3,3,3,4,3,2,3,3,3,2
"P434",3,4,1,3,3,2,2,2,3,3,3,3,3,2,3
"P435",3,2,3,4,4,3,2,4,3,2,3,3,3,3,3
"P436",2,3,4,2,3,2,3,3,3,3,2,3,3,2,2
"P437",3,2,3,3,3,4,3,2,2,3,2,3,3,3,3
"P438",4,4,3,4,4,4,3,2,3,2,3,4,2,4,3
"P439",4,4,4,4,3,5,4,5,4,4,4,4,5,5,4
"P440",3,3,2,3,3,4,4,5,4,3,3,3,4,4,3
"P441",2,2,2,2,2,3,3,2,2,3,2,2,3,2,3
"P442",2,3,3,3,3,3,3,3,3,2,3,3,3,2,4
"P443",3,3,3,4,3,3,3,2,3,2,2,2,2,2,3
"P444",2,3,2,2,3,3,3,3,2,2,3,2,3,2,3
"P445",4,3,4,4,5,5,5,5,3,4,5,5,4,5,5
"P446",4,3,3,3,3,2,3,4,3,3,4,3,3,3,3
"P447",3,2,3,3,3,4,3,2,2,3,2,3,2,3,2
"P448",3,1,3,3,3,2,3,4,3,3,4,2,3,2,2
"P449",2,3,3,2,2,4,2,3,4,3,4,4,3,3,3
"P450",5,3,3,2,3,3,2,3,4,2,3,3,2,2,3
"P451",3,1,2,3,4,3,2,4,2,2,2,2,2,3,2
"P452",3,3,2,3,4,4,5,4,4,3,4,3,4,4,4
"P453",2,3,3,3,3,3,3,3,2,2,2,2,2,2,2
"P454",3,3,3,2,4,4,3,4,2,3,3,3,3,3,3
"P455",4,4,3,4,3,3,2,3,3,3,3,4,2,4,3
"P456",4,3,3,3,3,3,4,3,3,3,4,2,3,4,3
"P457",3,3,3,2,3,3,2,3,3,3,3,3,3,2,3
"P458",4,3,4,4,2,3,3,4,4,3,5,3,3,4,4
"P459",4,2,3,3,2,3,4,4,2,3,3,4,3,3,3
"P460",3,3,2,2,2,1,3,2,1,2,2,2,1,2,2
"P461",4,3,3,2,3,2,4,3,3,4,2,3,4,3,3
"P462",2,4,4,3,3,3,4,2,3,4,3,4,3,3,4
"P463",3,2,3,3,4,3,3,3,3,3,3,2,3,4,3
"P464",4,4,4,5,4,3,3,3,3,4,5,4,4,4,5
"P465",4,3,5,4,4,4,4,4,4,4,4,4,3,4,5
"P466",4,2,3,5,3,4,3,2,3,3,4,3,4,3,4
"P467",2,3,4,2,2,4,3,3,2,4,3,3,3,4,2
"P468",3,2,3,3,3,2,3,3,3,3,3,2,4,3,2
"P469",3,4,4,5,5,5,4,4,4,5,5,5,4,4,4
"P470",3,4,3,4,4,3,5,3,4,3,5,4,4,4,4
"P471",5,2,3,3,3,4,3,5,3,3,4,3,4,4,3
"P472",2,3,2,1,2,2,2,3,2,2,2,2,2,2,2
"P473",4,3,4,4,4,4,4,4,3,3,4,4,4,4,3
"P474",3,3,3,3,3,2,3,3,4,3,4,3,3,4,3
"P475",3,4,3,2,3,3,4,4,4,3,3,3,3,4,3
"P476",3,4,3,2,4,4,3,1,4,3,4,3,3,3,3
"P477",3,3,3,2,4,4,3,3,4,3,3,3,3,2,4
"P478",3,2,4,4,3,3,3,4,5,4,4,5,3,3,4
"P479",4,3,3,3,2,4,3,4,2,3,3,3,4,3,3
"P480",4,4,3,4,3,4,4,3,4,4,4,4,4,5,4
"P481",2,2,3,2,2,3,3,3,3,3,3,2,3,3,3
"P482",2,1,3,2,2,2,3,2,2,2,2,2,3,2,3
"P483",3,3,2,2,3,3,2,3,4,3,2,3,2,3,3
"P484",3,3,3,4,3,2,2,3,3,3,3,3,3,3,3
"P485",3,2,2,2,2,3,2,3,2,2,2,2,3,3,3
"P486",3,2,2,2,1,3,2,2,2,2,2,2,2,2,3
"P487",3,2,3,3,1,3,2,2,3,3,3,3,3,3,3
"P488",3,3,4,3,5,4,3,4,4,4,4,4,4,4,4
"P489",4,4,4,3,4,3,4,3,4,4,4,3,2,4,4
"P490",3,4,4,3,3,3,3,4,3,3,3,3,3,3,3
"P491",3,3,3,3,4,3,4,2,4,4,3,3,4,2,3
"P492",3,3,3,4,2,3,3,3,4,3,2,3,3,3,4
"P493",3,2,2,2,3,3,3,4,3,3,2,2,3,3,2
"P494",4,5,5,5,4,4,4,5,4,4,4,3,3,4,4
"P495",3,3,3,3,3,4,2,4,2,2,3,4,3,3,3
"P496",2,3,3,3,3,2,3,2,3,3,4,2,2,3,3
"P497",3,3,4,3,2,4,3,3,4,4,4,3,4,3,3
"P498",2,3,3,3,3,3,4,2,4,3,3,3,3,3,3
"P499",3,4,4,3,3,3,3,3,3,3,3,3,3,2,3
"P500",4,4,4,4,4,4,4,4,3,3,5,4,4,4,4
