"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15"
"P408",3,4,4,2,5,4,5,4,4,2,1,3,3,4,4
"P409",5,5,5,5,4,5,5,5,5,3,5,5,5,4,5
"P410",2,4,4,2,3,2,4,5,1,3,5,3,3,1,3
"P411",4,2,3,1,1,5,4,4,1,1,5,2,1,3,3
"P412",3,1,5,3,4,4,5,4,2,2,4,4,4,2,5
"P413",3,2,4,5,3,2,3,5,3,3,2,4,5,4,4
"P414",1,1,2,1,1,1,1,2,1,2,2,2,2,1,2
"P415",2,2,4,3,1,2,2,2,2,2,3,3,3,3,4
"P416",2,1,2,2,2,3,3,3,1,2,3,2,4,2,4
"P417",5,3,5,4,2,5,5,5,4,5,4,5,4,3,3
"P418",1,1,1,1,2,1,2,2,1,2,1,1,2,2,2
"P419",1,2,5,4,4,3,3,3,1,1,2,2,4,3,5
"P420",1,1,3,2,1,3,5,2,1,2,1,2,3,1,3
"P421",1,3,2,1,2,3,3,3,1,2,1,3,3,1,4
"P422",2,3,3,3,2,3,2,3,1,1,1,2,2,1,3
"P423",4,1,4,4,3,4,4,2,1,4,2,5,4,2,4
"P424",1,1,3,2,1,4,5,2,1,1,2,2,3,2,4
"P425",2,3,4,4,3,5,4,4,1,4,2,3,4,3,3
"P426",2,1,1,2,1,1,1,1,1,1,1,1,1,1,2
"P427",2,3,4,3,3,5,4,3,3,1,4,2,2,4,4
"P428",2,4,3,3,3,4,4,4,4,1,4,2,4,3,3
"P429",2,1,1,1,1,5,2,3,2,1,3,2,3,3,2
"P430",5,2,3,5,5,5,5,3,1,2,2,4,2,3,4
"P431",3,3,5,4,3,5,5,4,5,5,3,5,5,3,4
"P432",1,2,1,1,1,2,1,2,1,1,1,1,1,2,3
"P433",3,1,4,2,1,2,2,2,1,1,1,1,3,2,2
"P434",2,1,1,2,2,1,2,3,1,1,2,2,2,1,2
"P435",3,1,5,4,2,2,5,3,2,3,4,2,4,3,3
"P436",3,1,3,2,1,2,2,2,1,1,1,2,2,1,3
"P437",2,2,4,3,1,5,3,3,1,3,1,1,1,2,3
"P438",2,2,4,4,2,4,2,3,2,1,2,4,5,3,4
"P439",3,4,3,5,3,5,5,5,4,3,3,2,4,3,4
"P440",3,1,1,3,3,2,2,3,1,3,2,4,2,4,3
"P441",2,5,5,3,5,3,3,4,3,3,3,4,4,3,5
"P442",2,1,4,2,2,5,3,3,1,1,1,4,3,2,2
"P443",4,5,4,4,5,4,5,4,4,2,3,5,5,5,3
"P444",3,3,3,2,3,5,2,3,3,2,1,1,3,3,3
"P445",2,1,3,2,1,4,4,4,2,2,1,2,2,1,3
"P446",2,2,5,2,2,5,5,3,1,2,2,3,3,3,3
"P447",1,1,1,1,1,1,3,2,1,1,1,1,2,2,3
"P448",2,2,4,4,3,5,2,3,1,1,3,1,3,1,3
"P449",2,3,3,3,2,2,2,2,1,2,2,1,2,2,2
"P450",4,2,5,3,5,5,4,3,1,2,2,3,3,4,3
"P451",2,3,2,2,2,3,1,2,2,2,1,2,2,4,2
"P452",3,2,3,2,3,5,2,3,2,2,4,2,3,3,4
"P453",5,5,3,5,4,5,4,4,3,3,4,5,3,3,5
"P454",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"P455",3,1,3,1,1,3,1,2,1,1,1,2,2,1,1
"P456",2,2,4,3,4,2,4,3,1,2,3,2,3,3,3
"P457",3,3,4,2,2,2,5,4,1,1,2,2,3,1,1
"P458",2,3,3,3,1,5,2,3,1,1,3,3,1,2,2
"P459",1,2,3,3,1,1,4,3,1,1,1,2,2,2,3
"P460",1,2,2,2,1,3,3,3,1,3,2,2,4,2,3
"P461",1,2,1,1,1,1,2,2,1,1,1,2,2,2,1
"P462",2,1,2,4,3,3,2,3,1,2,1,1,2,2,2
"P463",4,4,5,4,4,5,2,4,4,2,4,3,4,5,4
"P464",2,2,4,4,3,3,4,3,2,3,4,5,4,4,4
"P465",2,2,2,2,1,1,2,2,1,1,2,3,1,3,4
"P466",1,1,2,2,1,2,1,3,1,1,2,1,2,1,4
"P467",2,2,3,1,1,2,5,3,2,2,1,2,2,3,3
"P468",2,2,3,3,3,5,5,4,1,2,3,4,5,3,4
"P469",1,2,2,1,1,1,2,1,1,2,1,1,1,2,2
"P470",1,5,4,3,3,3,4,3,2,1,3,5,2,3,3
"P471",3,3,5,4,5,4,5,3,5,2,3,4,4,3,5
"P472",3,3,4,2,2,4,3,4,1,3,4,5,5,3,5
"P473",2,2,3,2,3,1,3,1,2,1,1,2,1,3,3
"P474",2,3,4,3,4,4,3,4,2,4,5,4,3,3,3
"P475",1,1,1,1,1,1,1,1,2,1,1,2,1,2,1
"P476",2,2,2,3,2,3,2,3,1,1,1,4,2,3,5
"P477",2,2,2,1,3,1,2,3,1,1,1,2,1,1,2
"P478",1,2,4,3,1,2,2,4,1,1,1,2,3,2,3
"P479",2,1,5,1,3,2,4,2,1,1,5,3,2,1,3
"P480",2,2,3,1,2,5,4,5,2,1,1,2,2,3,3
"P481",1,3,2,1,4,2,2,3,1,1,1,1,3,1,3
"P482",5,3,5,4,4,5,5,5,2,2,3,2,5,3,3
"P483",1,3,3,2,3,4,2,3,1,1,2,3,3,3,3
"P484",3,1,4,4,4,5,5,5,3,3,2,3,4,4,3
"P485",1,1,4,1,1,2,2,2,1,1,1,2,2,3,1
"P486",5,4,5,4,3,4,5,4,3,4,3,4,5,4,5
"P487",2,1,2,3,1,2,2,2,1,1,2,3,3,3,1
"P488",2,1,2,2,1,1,4,3,1,1,2,1,2,3,2
"P489",2,3,4,4,3,4,5,4,2,4,1,4,5,3,3
"P490",1,2,4,3,2,3,2,3,3,1,2,3,3,3,3
"P491",3,1,4,3,3,4,3,3,1,2,4,2,4,3,3
"P492",2,1,4,4,1,5,3,4,2,1,2,4,3,2,4
"P493",2,2,4,3,3,3,3,3,2,2,1,3,3,3,3
"P494",3,3,5,3,3,5,3,2,2,3,3,4,3,3,3
"P495",3,2,2,4,2,5,4,4,1,3,3,2,2,1,3
"P496",4,5,4,2,3,5,4,3,4,4,5,5,3,3,5
"P497",3,2,2,1,1,2,3,3,1,1,2,2,2,4,5
"P498",2,5,5,3,3,3,5,4,3,2,3,3,4,3,3
"P499",1,2,2,2,2,1,2,2,2,2,2,1,2,1,2
"P500",3,2,5,4,4,5,3,4,2,2,3,2,3,3,2
"P501",4,4,3,5,3,5,4,5,5,3,4,5,5,4,4
"P502",2,1,1,2,1,1,3,2,1,1,1,2,1,3,4
"P503",1,1,1,1,1,2,3,3,1,2,1,1,1,2,1
"P504",2,3,3,2,3,5,4,2,1,2,3,4,3,3,3
"P505",1,1,1,1,1,2,1,2,1,1,1,1,2,1,1
"P506",1,1,1,2,2,1,1,3,1,1,2,3,1,3,1
"P507",3,1,4,3,2,3,3,3,1,2,2,1,2,1,2
"P508",5,3,3,4,4,5,2,4,4,1,4,4,4,5,4
"P509",1,1,1,1,1,1,2,2,1,1,4,1,3,2,3
"P510",3,3,3,5,5,5,4,3,2,3,2,2,5,3,4
"P511",2,2,2,2,1,2,2,2,1,3,1,1,2,1,2
"P512",2,1,1,2,1,1,2,1,1,1,1,1,1,1,1
"P513",2,3,4,1,2,4,2,2,1,2,3,3,1,1,2
"P514",2,2,2,2,1,1,3,1,1,1,2,2,2,1,1
"P515",3,4,5,4,4,5,5,3,4,5,4,5,5,5,4
"P516",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"P517",2,3,4,3,3,2,3,2,1,1,1,3,3,2,4
"P518",5,2,4,5,4,5,4,4,5,4,4,2,4,5,4
"P519",2,1,2,3,2,1,4,2,1,1,1,1,1,3,2
"P520",5,5,5,3,5,5,5,4,2,5,3,3,5,3,3
"P521",1,1,1,1,1,1,2,1,1,1,2,1,1,1,1
"P522",1,2,1,2,2,1,1,1,1,1,2,1,2,2,3
"P523",2,3,5,4,3,4,2,3,1,1,4,2,3,2,3
"P524",3,2,2,4,5,5,5,3,3,2,4,4,4,4,4
"P525",2,1,1,1,1,1,3,1,1,1,1,3,2,1,4
"P526",1,1,4,1,1,3,4,2,1,2,1,1,1,3,1
"P527",1,3,1,2,1,2,4,1,1,1,1,2,1,2,3
"P528",1,1,2,2,2,2,1,3,1,1,2,2,2,1,1
"P529",1,2,5,3,4,5,5,5,2,4,4,4,4,4,5
"P530",3,4,4,5,5,5,4,5,4,5,5,5,4,5,5
"P531",3,4,3,4,2,4,4,4,3,5,4,3,5,5,5
"P532",1,1,2,1,1,2,2,2,1,1,1,3,1,1,2
"P533",3,3,1,2,2,2,3,3,1,1,3,2,1,3,3
"P534",2,1,2,2,1,5,2,3,1,1,1,2,4,3,3
"P535",5,5,3,2,4,4,2,4,2,4,4,4,3,4,3
"P536",4,5,4,4,4,5,3,3,2,5,2,5,4,3,4
"P537",4,2,3,3,3,5,4,3,2,4,1,3,4,3,4
"P538",2,1,3,4,1,5,2,2,1,3,3,3,4,3,3
"P539",2,2,1,5,3,5,4,4,2,2,1,2,3,3,2
"P540",2,2,2,3,2,3,3,2,1,2,2,2,3,1,2
"P541",1,1,4,2,2,2,1,3,1,2,4,3,2,3,2
"P542",1,3,2,4,1,5,2,3,3,2,1,2,2,2,2
"P543",3,3,4,2,2,4,4,2,3,1,2,3,3,3,3
"P544",3,4,5,4,3,5,2,3,3,2,2,3,2,5,3
"P545",3,3,3,4,3,2,4,3,2,3,3,3,4,4,3
"P546",2,4,2,2,2,5,4,3,4,4,2,1,3,3,4
"P547",1,2,1,1,2,1,2,1,1,1,1,2,2,1,3
"P548",3,3,2,3,1,5,2,3,1,1,1,3,2,1,3
"P549",5,4,4,5,5,5,3,5,5,2,3,3,5,3,3
"P550",5,4,3,5,5,4,5,3,4,4,4,2,3,4,5
"P551",1,2,1,2,1,2,1,2,2,1,1,2,2,1,1
"P552",2,2,4,1,1,5,3,3,1,1,2,2,2,1,2
"P553",2,1,1,2,2,2,2,2,1,1,4,1,1,2,2
"P554",5,5,5,5,5,5,4,5,4,5,5,5,5,4,5
"P555",3,1,4,4,2,5,2,3,2,1,4,2,5,1,4
"P556",2,3,3,2,1,2,3,2,3,1,1,3,2,3,2
"P557",4,2,3,4,5,4,5,4,2,1,5,5,4,5,5
"P558",1,1,2,1,1,1,1,1,1,1,2,1,1,1,1
"P559",2,1,3,3,2,2,5,3,1,3,4,4,3,3,4
"P560",4,3,5,4,4,5,3,4,1,3,4,5,3,4,5
"P561",3,2,3,3,3,5,5,4,3,1,4,3,3,4,3
"P562",3,3,5,3,5,3,5,4,1,4,5,2,5,3,3
"P563",2,3,2,1,2,2,4,3,3,1,4,5,3,3,3
"P564",2,1,4,2,2,3,2,2,1,1,1,2,3,2,3
"P565",3,3,4,5,3,5,5,4,1,4,1,5,2,4,5
"P566",3,2,4,4,4,5,2,2,3,3,4,3,3,4,4
"P567",1,1,2,3,1,2,2,1,1,1,1,2,2,1,2
"P568",2,1,1,2,1,1,2,2,1,2,1,3,3,1,2
"P569",3,1,3,3,2,3,3,1,1,1,1,2,1,4,3
"P570",2,1,3,1,2,3,2,2,1,1,1,2,3,2,2
"P571",2,2,4,4,3,4,5,3,1,4,1,4,1,1,3
"P572",2,1,2,2,1,2,2,2,1,1,2,2,1,3,3
"P573",2,3,3,2,3,3,5,1,1,1,2,3,3,2,4
"P574",1,1,3,4,3,5,5,5,4,1,2,4,4,4,5
"P575",3,2,3,2,3,5,2,3,3,1,4,4,4,5,5
"P576",2,3,4,2,1,3,4,2,1,1,1,4,3,3,4
"P577",3,3,3,2,2,5,2,5,2,2,2,1,4,3,3
"P578",1,1,2,2,2,1,2,3,1,1,2,2,1,2,2
"P579",2,4,5,4,2,3,4,3,2,4,3,2,3,2,3
"P580",5,4,4,4,5,5,5,4,5,3,2,5,4,3,3
"P581",3,5,3,4,1,4,4,3,3,2,4,3,5,3,2
"P582",1,1,1,2,2,2,1,1,1,1,1,1,1,1,2
"P583",2,2,1,2,3,3,1,2,2,1,1,2,4,1,1
"P584",3,1,4,2,1,1,3,3,1,2,1,2,3,2,3
"P585",5,4,5,5,5,5,5,5,5,4,2,4,5,4,5
"P586",1,2,4,1,1,2,5,3,1,1,1,1,1,2,2
"P587",1,1,1,1,1,2,1,1,1,1,1,2,1,1,1
"P588",2,4,1,1,1,3,2,3,1,1,1,3,1,2,1
"P589",1,4,1,3,1,1,2,3,2,1,3,2,2,2,1
"P590",2,1,4,3,1,4,2,2,2,2,1,2,2,3,2
"P591",1,1,1,1,3,4,2,3,1,1,1,2,2,1,3
"P592",1,4,4,3,3,3,3,2,2,3,3,5,3,2,3
"P593",2,4,3,4,4,5,4,3,4,3,4,4,3,3,3
"P594",1,4,3,2,1,2,1,2,2,1,3,1,2,1,3
"P595",1,1,2,1,1,1,1,1,1,1,1,2,3,1,3
"P596",1,1,1,1,1,1,2,1,2,1,1,1,2,3,1
"P597",2,1,3,1,2,3,2,4,1,4,1,2,2,2,3
"P598",2,1,4,1,1,4,2,2,1,1,1,2,2,2,3
"P599",1,4,5,2,5,3,4,2,1,4,3,3,3,1,4
"P600",3,5,3,2,4,3,1,3,1,2,4,4,2,3,2
