"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20","attention_check","response_time_sec"
"P286",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,526
"P287",3,3,3,3,4,3,3,3,3,3,3,2,3,4,4,4,4,3,4,4,3,415
"P288",5,5,2,4,5,5,4,5,3,5,1,4,3,5,3,4,4,3,3,4,3,271
"P289",2,2,3,NA,2,2,1,2,2,2,3,2,3,2,2,2,2,2,3,2,3,282
"P290",4,4,2,4,4,4,5,4,5,5,2,4,5,4,4,5,4,4,5,5,3,319
"P291",3,2,3,2,3,1,3,1,1,2,4,1,1,1,2,2,2,3,3,2,3,451
"P292",3,3,2,3,2,3,3,1,3,3,3,3,2,3,2,3,4,3,2,3,3,390
"P293",4,3,5,2,4,2,3,3,2,3,3,3,3,2,3,3,3,2,2,2,3,9
"P294",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,241
"P295",4,3,3,3,3,3,2,3,5,3,3,3,3,3,3,3,3,3,3,4,2,226
"P296",3,3,NA,4,1,4,NA,3,2,3,2,3,3,NA,2,NA,NA,3,3,NA,3,156
"P297",2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,453
"P298",2,2,4,2,2,2,2,2,3,2,5,2,2,3,3,2,2,3,2,1,3,109
"P299",3,3,3,3,4,2,3,2,2,4,3,4,3,3,3,2,2,4,3,3,3,307
"P300",3,3,4,4,3,2,4,3,3,3,3,2,3,2,3,3,2,3,2,3,2,198
"P301",3,3,2,4,3,4,3,4,2,4,3,3,4,3,2,4,3,4,3,3,3,340
"P302",4,4,3,2,3,2,3,3,2,3,3,4,3,3,4,4,4,4,2,4,5,379
"P303",3,3,2,3,1,3,4,3,3,3,3,4,3,3,3,3,3,4,2,3,3,332
"P304",2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,1,330
"P305",4,4,2,5,5,4,4,4,3,4,4,4,3,3,5,5,3,5,4,4,3,165
"P306",3,2,3,4,3,3,2,3,2,2,4,2,3,3,3,2,4,3,3,3,3,239
"P307",3,3,2,3,4,2,3,2,2,3,3,3,3,2,3,2,2,3,3,2,3,323
"P308",3,2,4,3,2,3,3,2,3,2,3,3,3,3,3,2,3,3,1,3,4,251
"P309",3,3,3,3,3,3,4,3,4,3,2,3,3,3,2,3,3,2,4,3,3,280
"P310",3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,4,3,196
"P311",4,3,4,3,2,3,2,4,3,3,2,3,2,3,3,4,4,4,3,3,3,425
"P312",3,3,3,3,3,3,2,4,4,3,4,3,4,4,4,4,3,4,3,2,3,400
"P313",3,3,3,3,3,4,3,4,3,3,3,3,4,3,4,2,4,3,4,4,3,353
"P314",4,3,2,4,4,3,3,5,3,3,3,4,5,3,2,3,3,4,3,4,3,327
"P315",4,3,3,3,3,4,4,4,3,3,3,3,4,4,3,4,4,4,3,3,3,417
"P316",3,3,3,3,3,3,3,3,3,2,4,2,3,1,3,3,2,3,3,3,3,254
"P317",1,NA,3,NA,NA,NA,3,NA,2,2,4,3,4,4,NA,4,3,3,2,3,3,264
"P318",4,3,3,3,3,3,2,3,3,3,3,4,3,2,4,3,3,2,3,3,3,326
"P319",2,3,4,3,3,3,2,3,2,1,3,2,3,2,2,3,3,3,1,2,3,381
"P320",3,4,2,5,4,3,4,4,4,5,2,4,4,3,4,4,4,5,5,4,3,329
"P321",3,3,4,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,4,3,4,310
"P322",2,3,4,3,2,3,3,2,3,2,4,2,2,1,3,3,2,2,3,3,3,294
"P323",2,2,4,2,3,3,3,3,NA,2,4,3,2,1,2,2,2,2,3,2,3,174
"P324",1,2,4,2,2,2,3,1,2,2,5,2,1,1,3,2,2,2,2,2,3,312
"P325",2,3,4,2,3,2,2,2,2,2,4,2,2,1,2,2,3,2,3,2,3,463
"P326",3,2,4,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,3,2,3,309
"P327",4,4,2,4,3,4,4,4,2,4,3,3,3,4,4,4,5,4,4,4,5,478
"P328",3,4,3,3,2,3,3,4,2,3,2,3,4,2,3,4,3,3,2,4,3,490
"P329",3,3,4,3,4,3,4,3,3,2,3,2,4,4,4,2,3,4,3,3,3,505
"P330",3,2,3,3,3,3,3,5,3,3,3,4,2,2,2,3,3,2,3,2,3,275
"P331",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,382
"P332",2,2,3,3,3,2,3,2,2,3,4,2,1,2,3,3,2,NA,3,2,3,334
"P333",3,4,3,3,3,3,4,4,3,2,3,5,4,4,3,3,3,4,4,3,3,42
"P334",5,4,2,4,3,4,4,4,4,4,2,3,3,3,4,5,3,5,4,4,3,190
"P335",3,3,3,3,3,4,3,3,3,2,2,4,3,2,3,3,4,2,3,4,3,442
"P336",4,2,4,3,2,3,3,2,3,3,2,3,3,4,4,3,4,2,3,3,3,668
"P337",2,3,3,3,3,2,2,2,2,4,4,2,3,3,3,2,3,2,3,3,3,531
"P338",3,2,5,3,2,2,4,3,3,2,3,2,2,4,3,3,3,2,4,3,1,254
"P339",2,5,3,3,3,3,4,2,3,4,3,4,3,3,2,3,3,3,3,3,3,307
"P340",4,3,4,3,3,3,2,3,2,4,2,3,3,3,4,4,2,3,3,3,3,330
"P341",3,4,2,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,242
"P342",4,2,3,3,3,2,3,3,1,3,3,4,2,3,3,3,3,NA,3,3,3,273
"P343",2,3,2,3,3,4,4,5,4,4,3,3,3,5,5,3,4,4,4,3,3,390
"P344",3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,3,4,3,285
"P345",4,3,4,1,3,3,3,3,3,3,4,3,2,3,3,4,4,3,3,3,3,314
"P346",4,5,4,5,4,3,5,3,4,3,3,4,4,4,4,4,3,3,3,3,3,17
"P347",4,5,2,4,4,4,3,5,5,4,2,5,4,4,2,4,3,5,4,4,3,286
"P348",4,4,2,3,4,4,3,3,4,4,2,4,4,4,2,5,3,4,4,4,3,391
"P349",3,4,3,4,4,4,3,4,3,3,3,2,5,4,3,3,3,4,3,3,3,240
"P350",4,4,2,4,5,3,4,4,4,4,2,4,4,3,3,4,4,4,3,4,3,507
"P351",3,3,3,4,3,4,3,4,2,4,2,2,2,4,4,3,3,4,3,2,1,128
"P352",2,4,4,2,1,2,3,2,3,4,4,2,2,3,3,2,3,1,2,3,3,364
"P353",3,3,2,NA,NA,NA,4,3,4,NA,2,4,5,4,5,3,3,NA,NA,4,3,443
"P354",3,3,3,3,4,4,2,3,4,2,3,3,3,2,3,2,2,3,3,4,3,253
"P355",4,5,3,3,3,4,3,3,2,4,3,3,4,4,3,3,3,4,4,2,3,616
"P356",2,2,5,2,2,2,2,1,2,1,5,1,1,1,2,1,1,3,1,2,3,361
"P357",4,3,3,4,3,3,4,3,3,4,3,2,3,1,3,4,3,3,3,3,3,120
"P358",4,4,2,3,3,3,3,4,4,3,2,4,3,4,4,5,3,3,4,4,3,222
"P359",2,3,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,3,3,3,3,460
"P360",3,2,2,3,3,5,4,4,4,4,3,3,3,3,3,3,3,4,2,3,3,328
"P361",3,3,3,4,4,3,4,2,NA,4,2,3,3,3,4,4,2,4,3,3,3,460
"P362",3,3,4,NA,3,3,4,2,4,4,NA,NA,3,2,NA,3,NA,3,NA,3,3,256
"P363",2,3,4,2,4,4,2,3,3,2,4,4,2,NA,3,2,3,2,3,2,3,255
"P364",4,4,2,5,3,5,4,3,4,4,2,3,5,4,3,4,4,3,3,4,3,189
"P365",4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,2,4,3,362
"P366",3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,157
"P367",2,1,4,3,2,3,2,3,2,4,4,3,3,3,4,3,2,3,3,2,3,365
"P368",2,3,4,2,2,4,3,4,NA,3,2,3,2,3,2,4,3,3,3,3,5,174
"P369",3,4,3,4,5,4,3,4,3,3,2,2,5,NA,5,4,4,3,4,4,3,278
"P370",4,3,3,3,4,4,4,3,2,3,3,2,3,NA,3,3,2,3,4,3,3,31
"P371",3,3,3,5,2,3,3,3,3,3,2,3,3,3,3,3,2,3,4,4,3,238
"P372",3,3,3,3,4,3,3,3,4,4,3,3,2,3,3,3,4,3,3,3,3,319
"P373",3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,2,4,2,2,3,3,433
"P374",2,2,5,2,2,2,1,1,1,1,4,3,2,2,2,1,1,1,2,2,3,493
"P375",2,3,3,3,4,3,3,3,3,4,3,2,3,3,4,3,4,3,3,3,3,422
"P376",2,3,4,3,2,3,3,3,2,2,3,2,3,2,3,2,3,3,4,3,3,548
"P377",3,3,4,2,2,3,3,1,2,3,2,3,2,3,2,2,4,3,3,2,3,215
"P378",2,3,4,2,2,2,2,3,2,1,3,4,3,3,2,3,2,2,2,3,3,20
"P379",3,2,3,2,2,1,3,1,2,2,4,1,3,2,2,2,2,2,2,3,3,280
"P380",4,4,2,3,3,3,4,3,3,4,3,4,4,4,3,4,3,3,3,3,3,400
"P381",2,3,3,2,4,2,2,3,3,3,3,4,3,3,3,3,3,2,3,2,3,17
"P382",2,2,4,1,3,3,2,1,2,4,4,3,2,2,3,3,1,3,4,3,3,284
"P383",2,1,3,3,5,2,2,3,2,3,4,3,2,2,3,2,2,3,3,3,3,205
"P384",NA,3,NA,4,3,3,3,3,4,NA,3,4,2,2,3,NA,NA,2,3,NA,3,376
"P385",2,4,2,4,4,3,3,4,4,3,2,3,3,4,3,3,2,4,3,3,3,571
"P386",1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,1,5,1,5,5,3,285
"P387",4,2,3,3,3,4,4,3,3,4,3,3,3,4,3,3,4,2,3,4,3,279
"P388",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,143
"P389",3,2,2,3,3,3,3,3,3,2,3,2,2,3,2,2,3,2,4,3,3,493
"P390",3,3,3,2,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,4,3,195
"P391",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,3,378
"P392",3,2,3,4,3,3,2,2,4,3,2,3,3,4,3,4,1,3,4,3,3,419
"P393",2,3,4,3,3,4,3,2,2,2,3,2,3,2,3,3,3,NA,3,1,3,97
"P394",3,3,2,2,2,3,2,4,3,4,3,2,3,4,3,2,3,3,3,3,3,245
"P395",4,4,3,3,3,4,4,4,4,4,3,4,4,3,2,3,3,4,3,3,3,278
"P396",4,3,4,4,4,3,3,4,4,3,3,3,4,3,3,4,3,3,3,5,3,353
"P397",4,3,2,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,4,3,3,182
"P398",2,3,3,3,3,2,3,2,2,3,4,2,1,3,2,3,2,3,2,2,3,439
"P399",3,4,3,3,2,3,4,4,3,4,3,4,4,4,3,3,4,3,3,3,4,241
"P400",3,3,3,3,2,3,2,4,2,3,3,2,3,2,2,3,1,2,2,4,3,29
"P401",3,3,3,2,2,3,3,2,2,3,4,3,3,2,3,4,3,3,2,3,3,269
"P402",3,4,3,4,3,3,3,3,2,4,2,4,3,3,3,4,2,4,3,4,3,449
"P403",3,2,4,2,3,3,3,3,4,3,3,3,4,5,3,3,4,3,3,4,3,248
"P404",4,4,2,4,4,3,3,2,3,3,3,3,4,4,4,3,3,3,3,3,3,388
"P405",3,3,3,3,3,3,3,4,4,4,2,2,3,3,3,4,4,2,4,3,3,243
"P406",2,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,3,3,4,3,356
"P407",5,1,1,5,1,5,5,5,5,1,5,1,5,NA,1,5,1,1,1,5,3,327
"P408",5,1,5,1,1,5,1,5,1,1,1,1,5,5,5,1,1,1,1,1,3,362
"P409",3,3,3,3,4,3,4,2,2,3,3,3,3,2,3,2,3,3,3,3,3,24
"P410",2,3,3,4,3,3,2,3,3,3,4,3,4,4,4,3,4,4,4,3,3,298
"P411",3,4,4,3,3,2,3,3,3,3,3,3,1,3,4,4,2,3,2,2,3,299
"P412",4,4,3,3,3,4,5,3,3,3,3,3,4,3,4,4,4,2,4,3,3,81
"P413",3,2,3,2,4,3,4,4,3,4,3,3,2,1,2,4,3,2,4,3,3,363
"P414",2,2,3,2,2,2,2,2,2,3,4,3,3,2,2,3,2,3,3,2,3,274
"P415",4,4,1,4,4,5,4,4,5,4,1,4,4,4,5,4,5,3,4,4,3,381
"P416",3,4,3,5,3,4,4,3,4,4,2,4,3,4,4,4,4,4,4,5,3,262
"P417",3,3,4,NA,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,207
"P418",3,4,2,3,3,3,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,209
"P419",5,4,3,3,4,4,3,4,4,4,2,5,4,3,3,4,3,3,4,3,3,24
"P420",3,3,4,3,3,3,2,3,2,3,4,3,3,3,2,2,3,3,3,2,3,131
"P421",3,3,4,4,3,4,4,3,3,3,3,2,2,2,3,3,3,4,3,2,3,489
"P422",4,3,1,3,4,3,3,4,4,2,3,3,3,4,3,3,4,3,2,3,3,207
"P423",3,3,3,3,3,3,4,3,4,3,3,3,4,3,3,3,2,3,2,4,3,301
"P424",3,2,3,3,3,3,3,3,3,4,3,3,3,2,2,3,3,3,4,2,3,267
"P425",3,4,3,4,4,3,3,3,4,2,3,3,4,3,3,2,4,2,2,4,3,356
"P426",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,409
"P427",4,3,3,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,3,359
"P428",3,2,4,2,4,4,3,2,3,2,4,2,3,4,3,4,2,2,2,2,3,14
"P429",1,2,4,2,2,1,2,2,2,3,3,2,2,2,2,3,2,2,1,2,3,361
"P430",3,4,2,4,4,4,4,4,5,4,3,4,4,3,4,4,3,4,3,4,3,162
"P431",3,2,3,4,4,3,2,4,3,3,3,3,4,4,3,4,2,3,3,3,3,387
"P432",NA,3,3,NA,3,2,3,3,3,NA,NA,2,NA,3,3,3,NA,3,3,3,3,210
"P433",3,3,4,3,3,2,2,4,3,3,4,2,3,3,4,3,3,3,3,3,3,8
"P434",3,4,4,3,4,3,3,2,1,3,3,3,3,4,3,3,3,3,3,3,3,308
"P435",4,3,3,4,4,4,4,4,4,4,2,5,3,5,5,3,5,3,4,4,3,287
"P436",2,2,3,3,2,3,2,2,3,3,3,1,3,3,3,2,3,1,3,2,3,238
"P437",3,3,3,3,4,3,3,3,4,4,3,3,3,3,4,4,3,4,4,4,3,289
"P438",3,3,2,3,2,3,3,3,4,1,3,3,1,3,2,2,3,3,2,3,3,484
"P439",3,3,3,3,3,3,5,3,3,3,3,3,3,2,4,3,4,4,2,3,3,293
"P440",3,NA,3,2,NA,3,NA,3,3,2,3,4,3,3,3,NA,3,NA,3,NA,3,236
"P441",2,2,4,2,2,1,2,3,3,2,4,2,3,2,2,3,3,1,2,3,3,331
"P442",2,3,4,2,3,3,4,3,2,3,3,3,2,3,3,2,3,4,3,4,3,388
"P443",2,3,3,2,4,3,3,2,3,3,4,2,3,2,3,3,2,NA,3,3,3,9
"P444",1,3,3,3,2,1,2,3,1,2,3,2,2,2,3,1,3,3,2,1,3,424
"P445",2,2,4,2,1,2,2,2,2,2,5,1,1,1,3,2,2,2,1,2,3,389
"P446",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,205
"P447",3,3,4,3,3,3,2,2,3,3,3,4,2,3,2,2,2,2,2,3,3,542
"P448",3,3,3,3,3,3,4,3,3,4,3,4,3,4,4,4,2,2,3,2,1,341
"P449",3,3,3,2,3,3,3,2,2,3,4,2,4,4,2,4,3,3,3,3,3,433
"P450",3,2,3,3,2,3,3,3,3,3,3,4,2,2,4,3,3,3,4,2,3,168
"P451",3,3,2,2,4,3,5,5,4,4,3,4,3,3,4,2,3,4,3,4,3,503
"P452",4,4,3,4,2,3,3,3,3,2,2,4,2,4,3,3,2,3,3,3,3,247
"P453",2,2,5,2,3,1,1,2,2,1,4,2,2,2,2,2,1,1,2,1,3,376
"P454",NA,2,3,3,3,NA,3,NA,NA,NA,3,3,3,3,3,3,NA,3,4,3,3,272
"P455",3,3,3,2,4,2,3,2,2,2,3,3,3,3,2,3,3,3,2,3,3,42
"P456",4,3,3,2,3,4,3,2,2,3,4,3,3,3,2,3,3,3,4,3,3,256
"P457",5,5,1,1,5,1,1,5,5,1,5,5,5,1,5,5,5,5,1,1,3,97
"P458",3,4,3,2,4,4,3,4,3,3,3,3,4,3,4,4,3,3,2,3,3,16
"P459",4,2,3,4,4,3,3,3,3,3,2,5,3,NA,3,4,4,4,4,3,3,291
"P460",2,3,4,3,3,3,2,2,3,3,4,3,2,4,4,3,2,2,2,3,2,25
"P461",3,2,4,3,2,3,3,3,3,2,3,2,2,2,3,2,2,2,2,3,3,153
"P462",2,2,4,2,2,1,1,2,2,2,5,1,2,2,3,2,2,1,2,1,3,160
"P463",2,2,5,1,2,2,2,3,2,2,4,2,3,2,3,2,3,3,2,3,3,209
"P464",3,3,3,3,3,4,3,4,3,3,3,4,4,2,3,4,2,4,3,3,3,253
"P465",3,4,2,4,3,4,3,4,3,2,2,2,4,3,5,3,4,4,4,3,3,246
"P466",4,5,2,3,4,4,4,4,4,4,2,5,4,5,4,4,3,4,3,4,3,173
"P467",4,4,2,4,3,4,4,4,4,3,2,4,3,4,4,3,4,4,4,4,4,241
"P468",4,4,2,3,2,3,4,3,2,3,3,2,3,3,2,2,3,4,3,3,3,408
"P469",3,3,2,3,4,3,3,4,3,2,3,3,4,4,2,2,3,3,3,3,3,280
"P470",1,2,4,2,1,3,2,3,2,3,3,2,3,2,2,3,1,3,2,2,5,364
"P471",2,2,3,3,3,2,2,3,2,2,4,2,1,3,3,3,2,2,3,2,3,375
"P472",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,3,394
"P473",2,3,3,3,3,2,3,3,3,2,3,3,2,2,4,3,3,3,4,3,3,265
"P474",3,3,4,3,2,2,3,3,3,3,3,2,3,2,3,4,2,3,2,2,3,468
"P475",2,3,3,3,3,2,3,3,3,3,4,3,3,3,3,2,4,3,3,2,3,172
"P476",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,339
"P477",2,3,3,NA,2,NA,2,3,3,2,4,2,NA,NA,3,3,NA,2,3,NA,4,9
"P478",NA,3,2,2,3,NA,3,NA,2,NA,4,3,2,2,2,2,3,3,NA,NA,3,269
"P479",4,3,2,4,3,5,3,3,3,4,2,4,3,3,3,3,4,4,3,3,3,290
"P480",2,1,3,3,2,3,3,3,3,2,4,3,2,3,1,2,2,2,2,3,3,389
"P481",4,4,3,4,5,4,2,3,4,3,3,4,4,3,3,4,2,4,4,3,3,282
"P482",2,3,3,3,2,3,3,3,2,2,4,2,3,2,1,2,4,2,3,2,3,296
"P483",3,3,2,4,3,3,3,3,3,3,4,3,2,3,3,3,3,3,2,3,3,397
"P484",4,5,3,5,4,4,4,4,NA,3,3,4,4,NA,4,4,4,4,3,4,3,473
"P485",4,3,2,5,4,4,5,4,5,4,1,4,4,4,4,4,4,4,3,3,3,323
"P486",4,3,3,3,3,3,2,3,2,4,3,3,4,3,2,3,3,3,3,3,3,8
"P487",3,5,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,5,3,3,323
"P488",3,2,3,3,2,2,4,2,3,4,3,3,2,3,3,3,2,3,2,4,3,378
"P489",3,2,4,3,3,3,3,1,3,3,4,3,2,3,3,1,3,3,3,2,3,427
"P490",4,3,2,4,4,4,3,3,4,4,2,4,4,3,4,4,4,3,4,3,3,345
"P491",3,3,4,3,2,3,3,4,2,3,3,3,4,4,4,3,2,3,5,3,3,256
"P492",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,351
"P493",3,4,3,2,3,3,3,3,4,3,3,2,3,4,3,3,3,3,2,3,3,64
"P494",4,4,1,5,4,4,4,5,4,4,2,5,5,4,4,4,4,4,4,5,3,14
"P495",2,4,3,3,3,2,2,3,3,3,3,2,3,3,3,4,3,3,4,4,3,44
"P496",2,3,3,3,3,3,3,2,3,2,3,4,3,2,2,3,2,2,3,3,3,428
"P497",3,3,3,1,3,3,4,2,2,3,3,3,3,2,2,2,3,3,3,3,3,122
"P498",2,3,3,4,3,3,4,3,3,3,2,3,3,3,4,4,4,3,3,3,3,499
"P499",4,3,3,3,4,3,4,5,NA,3,2,3,3,3,4,4,4,3,4,4,3,346
"P500",4,4,3,2,2,3,2,2,2,2,3,4,3,2,3,3,1,3,2,3,3,285
"P501",3,2,3,3,3,3,3,2,3,4,3,4,3,3,3,2,2,3,2,2,3,432
"P502",2,2,3,3,3,2,3,3,3,3,4,3,3,3,3,2,2,2,2,3,3,394
"P503",4,2,2,4,2,4,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,20
"P504",3,3,5,2,3,3,3,3,3,1,4,4,2,NA,3,3,2,2,3,3,3,208
"P505",3,3,3,4,3,4,4,4,4,3,2,4,3,4,4,5,3,5,4,3,3,38
"P506",3,3,4,3,2,2,3,3,3,3,3,3,2,2,3,4,2,1,2,3,3,374
"P507",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,345
"P508",2,3,3,3,4,4,3,3,3,3,4,3,3,3,4,3,2,2,3,4,3,529
"P509",3,3,4,3,2,2,3,3,2,2,5,2,2,3,4,3,2,3,2,3,3,432
"P510",2,3,4,3,3,4,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,279
"P511",3,3,3,4,4,2,3,4,3,3,3,3,4,3,3,2,3,3,4,3,3,158
"P512",3,3,4,3,3,2,3,2,3,3,3,3,3,3,4,4,2,3,4,3,3,208
"P513",3,3,4,3,4,3,3,4,3,5,3,3,3,3,3,2,4,4,2,4,3,279
"P514",3,4,3,3,3,2,2,4,2,3,3,3,3,3,4,4,3,NA,3,4,3,363
"P515",3,4,3,3,4,3,3,3,4,3,3,2,3,4,3,3,3,3,2,4,3,506
"P516",3,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,402
"P517",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,205
"P518",3,3,4,3,2,3,3,2,2,3,3,3,3,3,2,3,4,2,2,3,3,415
"P519",5,5,5,5,5,1,1,5,1,5,5,5,5,1,1,1,5,5,1,5,3,203
"P520",3,4,3,4,3,3,4,3,3,3,3,2,3,3,4,4,3,3,3,3,3,41
"P521",2,4,4,2,3,3,1,3,2,3,3,3,2,3,3,2,3,2,2,3,3,430
"P522",3,4,3,4,3,4,3,4,4,4,4,2,4,3,3,3,2,3,3,4,3,190
"P523",4,3,4,4,4,3,2,4,2,4,3,3,3,3,3,3,2,3,3,3,1,348
"P524",5,4,1,4,4,3,4,4,4,3,3,5,5,3,4,4,4,4,4,4,3,238
"P525",3,2,4,2,2,1,2,3,3,4,4,3,2,3,2,3,3,2,2,3,3,166
"P526",3,2,4,3,3,2,3,3,2,3,4,2,3,3,3,3,3,3,2,2,3,340
"P527",4,3,2,4,2,3,3,2,4,4,3,3,4,3,4,4,3,4,3,3,3,336
"P528",2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,205
"P529",4,4,2,2,3,3,3,3,4,3,2,3,4,3,4,3,3,3,3,3,3,237
"P530",1,3,5,3,3,2,2,2,2,2,5,1,3,2,2,2,1,1,2,2,3,276
"P531",4,4,2,4,3,3,3,3,5,3,2,3,3,4,4,3,4,3,3,4,3,310
"P532",3,4,2,3,3,3,5,3,3,4,2,3,4,3,4,4,4,4,3,4,3,99
"P533",3,3,3,4,3,3,4,2,2,3,2,4,4,4,4,4,3,3,3,3,3,21
"P534",2,3,3,NA,3,3,2,2,3,3,2,3,3,3,3,2,2,3,2,2,3,295
"P535",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,239
"P536",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,461
"P537",3,2,3,NA,NA,3,3,4,4,4,NA,NA,3,3,2,4,NA,NA,3,3,3,595
"P538",3,3,4,2,2,4,3,1,2,4,4,2,3,3,3,3,3,2,2,2,3,198
"P539",3,4,2,4,3,3,3,4,3,3,4,3,4,3,3,2,3,3,4,4,3,306
"P540",3,3,3,4,4,3,4,4,4,4,2,4,4,4,5,3,2,4,3,4,3,239
"P541",4,4,3,NA,3,4,4,3,3,3,3,4,3,4,2,2,4,4,3,3,4,197
"P542",3,4,3,3,3,4,3,3,3,4,2,3,3,3,2,4,3,3,4,3,3,183
"P543",1,1,5,1,5,1,5,1,1,5,5,5,1,5,5,5,5,1,1,5,3,384
"P544",3,4,3,4,4,4,4,3,3,4,3,3,3,3,4,3,4,3,3,4,3,303
"P545",1,5,1,5,5,1,5,1,5,5,1,1,1,5,1,5,1,1,1,1,3,283
"P546",4,3,4,2,3,3,2,2,3,3,4,2,2,2,3,2,3,2,4,3,1,449
"P547",3,3,3,3,2,3,4,3,2,2,4,3,3,3,3,3,2,4,3,3,3,418
"P548",3,3,3,4,3,3,3,4,4,4,2,4,3,3,3,3,3,2,4,3,3,446
"P549",4,3,2,2,2,2,4,3,3,4,3,4,3,3,4,3,3,2,3,3,3,469
"P550",NA,3,2,3,NA,4,3,3,3,3,4,NA,NA,3,3,4,NA,3,2,NA,3,14
"P551",4,3,2,4,4,3,3,4,3,4,3,4,4,4,3,4,2,4,4,4,3,378
"P552",5,1,NA,5,5,5,5,5,5,1,5,NA,NA,1,1,5,NA,NA,1,NA,3,350
"P553",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9
"P554",5,1,5,5,5,1,5,5,5,5,5,1,5,1,5,5,1,5,1,1,3,389
"P555",2,3,3,2,3,3,4,3,4,4,3,4,3,3,3,4,4,3,3,3,3,416
"P556",3,3,2,4,4,3,4,4,3,3,4,4,3,3,4,4,3,4,3,4,3,365
"P557",4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,21
"P558",3,2,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,3,205
"P559",3,4,3,3,2,3,2,4,3,3,2,4,3,3,4,3,2,3,3,4,3,448
"P560",3,3,3,3,3,2,4,3,2,3,3,3,4,4,4,4,3,4,2,3,3,9
"P561",3,3,3,3,3,2,2,3,3,3,3,3,3,3,4,2,4,3,4,3,3,33
"P562",NA,NA,1,NA,3,5,4,4,NA,NA,3,3,4,4,NA,4,4,4,3,4,3,350
"P563",3,3,3,3,4,2,3,4,3,4,3,3,5,NA,2,4,4,3,4,3,3,445
"P564",3,2,4,3,3,2,2,2,3,3,3,4,2,3,3,3,3,NA,3,2,3,314
"P565",NA,3,NA,NA,3,2,3,NA,2,NA,4,4,3,3,NA,3,3,3,1,3,3,197
"P566",3,4,3,4,4,3,3,3,4,4,3,3,3,3,3,2,3,3,3,3,3,381
"P567",4,2,3,3,4,2,2,2,3,3,3,4,3,3,3,3,3,2,3,3,1,312
"P568",3,2,4,2,2,1,2,2,3,2,4,2,2,2,2,2,1,3,2,3,3,213
"P569",4,3,3,3,3,4,4,3,4,4,3,3,4,3,3,2,3,3,4,4,3,458
"P570",3,2,3,3,4,3,2,3,3,2,2,3,2,4,2,3,3,3,3,2,2,37
"P571",2,3,3,2,1,3,2,2,2,2,3,2,2,3,2,3,3,2,3,2,3,594
"P572",3,2,2,4,4,2,4,3,2,3,3,3,4,3,3,4,3,3,3,3,3,264
