"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15"
"P408",1,2,2,1,1,5,5,3,1,5,1,3,3,1,4
"P409",1,5,5,4,1,5,1,3,5,4,2,1,3,3,5
"P410",1,5,3,2,1,1,1,1,1,3,1,5,1,1,1
"P411",2,1,5,5,5,5,5,5,5,5,2,2,4,5,5
"P412",1,1,2,2,1,1,5,2,3,4,1,4,1,1,1
"P413",5,5,5,5,5,5,5,5,5,5,5,4,5,2,5
"P414",1,1,5,2,1,1,1,5,5,1,1,1,3,1,1
"P415",5,5,5,5,1,1,5,3,5,5,1,5,5,4,5
"P416",1,1,1,4,1,1,4,3,1,3,1,1,3,1,1
"P417",5,3,1,2,3,1,1,1,5,2,1,5,3,2,1
"P418",5,5,5,1,4,5,5,5,5,5,5,4,5,5,5
"P419",5,5,2,4,4,5,1,1,5,5,4,3,1,1,5
"P420",1,1,1,1,1,1,1,1,1,2,1,2,3,1,1
"P421",5,5,5,3,2,5,4,1,5,4,4,5,4,3,5
"P422",5,5,2,1,4,5,5,5,5,4,4,1,4,4,5
"P423",5,1,2,1,1,5,1,3,5,2,1,4,3,1,1
"P424",5,5,2,5,1,5,5,5,5,5,2,2,4,5,1
"P425",1,5,5,2,4,1,1,1,1,3,5,1,1,2,1
"P426",5,5,5,5,5,1,5,5,5,4,4,4,3,3,5
"P427",5,5,1,5,4,5,5,1,1,5,1,1,1,3,4
"P428",4,3,2,2,3,5,1,5,5,2,3,5,3,1,5
"P429",5,2,3,2,3,2,3,1,4,5,5,1,1,1,1
"P430",5,1,1,5,1,1,1,1,1,1,1,2,2,1,1
"P431",5,5,2,4,2,5,2,3,5,5,1,3,5,2,5
"P432",1,2,5,5,2,5,3,5,5,5,4,1,4,2,5
"P433",5,5,1,2,1,5,5,1,5,5,1,4,3,5,5
"P434",1,1,1,1,1,1,1,1,1,1,1,5,1,1,1
"P435",5,5,2,5,1,1,5,5,5,3,1,2,1,1,5
"P436",5,5,1,1,1,2,1,2,5,2,4,2,4,1,5
"P437",1,2,2,3,4,1,3,3,5,1,2,2,4,1,2
"P438",5,4,5,5,5,1,2,2,4,5,4,2,4,1,5
"P439",1,1,1,1,1,1,1,2,1,2,1,1,3,1,5
"P440",1,4,2,5,2,2,2,5,1,5,1,1,1,1,5
"P441",1,1,1,3,1,4,4,1,1,4,1,1,3,2,1
"P442",4,5,5,1,1,5,5,5,5,4,4,2,1,2,5
"P443",4,1,5,5,2,5,1,5,5,5,1,1,3,2,2
"P444",5,5,2,2,1,1,1,3,5,3,1,2,3,4,1
"P445",5,5,2,2,1,1,5,2,5,1,1,1,1,1,3
"P446",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"P447",1,1,2,1,1,1,5,4,4,4,1,5,4,1,1
"P448",1,5,1,4,2,1,1,5,4,5,3,5,3,3,5
"P449",5,2,5,5,5,5,5,4,4,5,5,2,4,5,5
"P450",2,5,5,1,4,5,4,2,5,4,2,5,1,2,1
"P451",5,5,2,1,1,1,1,1,1,3,5,2,1,1,1
"P452",5,2,5,4,1,5,5,5,4,1,2,5,3,1,4
"P453",5,5,5,5,3,5,4,1,4,5,1,4,3,1,1
"P454",5,5,1,3,1,2,5,3,5,3,2,2,3,1,1
"P455",5,1,2,5,2,4,5,3,5,5,3,1,4,1,5
"P456",5,5,2,4,4,5,1,5,3,5,2,2,1,4,5
"P457",5,5,2,3,4,5,5,5,1,2,1,3,2,1,5
"P458",1,1,1,1,4,5,1,3,1,3,1,5,5,5,1
"P459",5,5,5,2,4,5,5,2,5,3,4,5,5,5,5
"P460",1,5,5,5,2,5,1,5,5,4,5,5,3,1,2
"P461",1,1,2,5,3,5,1,5,4,5,5,2,1,2,2
"P462",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"P463",5,5,5,3,1,5,4,5,1,4,1,5,3,4,1
"P464",5,4,1,4,1,1,1,5,3,5,1,1,1,4,1
"P465",1,5,4,4,4,5,1,5,1,5,3,3,4,2,4
"P466",5,4,5,5,5,5,5,5,5,4,4,5,4,5,5
"P467",4,4,5,5,1,2,2,3,5,3,2,2,3,4,5
"P468",5,2,2,1,2,5,5,5,2,3,1,5,5,3,5
"P469",1,2,5,2,5,4,1,3,1,3,1,1,3,1,1
"P470",1,1,2,2,1,1,4,3,1,2,1,2,1,2,2
"P471",5,4,1,4,1,5,5,5,5,1,3,1,3,2,1
"P472",1,1,2,4,1,1,5,1,4,3,1,2,1,2,1
"P473",1,2,5,5,5,1,5,3,5,5,5,5,5,5,5
"P474",5,1,1,1,1,1,1,1,4,5,1,5,1,1,1
"P475",5,1,5,4,1,1,1,2,3,3,1,1,3,1,1
"P476",5,5,5,4,5,5,1,5,5,5,5,5,5,1,5
"P477",5,2,5,5,4,5,1,5,5,5,2,2,3,1,5
"P478",1,1,1,2,2,5,5,3,1,4,4,2,1,1,5
"P479",1,1,2,5,1,1,5,3,1,3,4,2,4,1,5
"P480",1,1,1,1,1,1,4,1,1,5,1,2,1,1,2
"P481",1,1,1,2,1,5,1,1,3,1,1,5,1,1,3
"P482",5,5,1,3,1,5,5,5,1,4,2,4,3,5,5
"P483",5,2,1,5,1,4,3,1,5,5,1,2,3,1,1
"P484",5,5,2,5,1,5,4,4,5,3,5,1,5,4,1
"P485",5,1,2,5,4,1,3,5,4,1,3,4,5,2,1
"P486",5,5,5,5,5,5,4,5,5,5,5,5,5,2,4
"P487",5,1,5,5,5,5,1,2,4,5,2,5,4,2,5
"P488",5,1,2,5,1,5,5,1,5,3,5,2,3,1,1
"P489",1,1,1,2,1,1,5,1,1,1,1,1,3,1,1
"P490",1,5,2,1,5,1,5,3,3,3,3,2,3,2,2
"P491",5,5,5,5,4,5,5,5,5,3,2,1,5,5,5
"P492",4,5,4,2,5,5,5,5,5,3,1,5,5,1,5
"P493",1,1,5,5,2,1,5,3,4,2,1,5,3,1,2
"P494",1,4,4,1,5,5,4,5,5,4,4,2,3,1,1
"P495",5,1,5,5,4,1,5,5,5,5,5,4,3,5,5
"P496",5,4,4,2,4,5,4,3,5,5,4,3,3,5,5
"P497",1,1,5,5,1,5,4,5,3,5,1,3,4,2,5
"P498",1,5,5,5,1,5,5,5,1,5,1,2,2,3,5
"P499",5,4,2,5,1,5,5,2,1,5,1,4,4,1,1
"P500",5,1,1,4,1,1,2,3,5,4,1,2,1,1,2
"P501",5,1,2,4,1,1,5,5,1,4,1,3,4,4,4
"P502",5,5,5,5,4,5,1,5,5,5,5,5,3,5,5
"P503",5,5,5,2,5,1,4,5,5,4,2,2,5,4,1
"P504",5,5,5,5,4,1,5,5,5,5,1,2,4,1,2
"P505",3,2,5,5,3,1,1,5,1,4,2,5,4,2,5
"P506",5,5,1,5,2,5,3,5,5,3,3,2,3,4,1
"P507",2,5,2,2,1,2,1,5,5,5,1,2,4,5,3
"P508",5,4,5,5,1,1,5,2,4,2,1,2,4,2,2
"P509",5,1,5,5,4,5,4,3,5,5,4,5,4,2,5
"P510",1,1,1,1,1,1,1,2,1,5,1,4,1,1,5
"P511",5,4,5,2,4,1,5,5,5,5,3,1,4,2,1
"P512",1,1,1,3,1,1,1,1,3,3,1,1,1,1,2
"P513",1,4,1,1,1,5,1,3,5,1,1,2,1,1,1
"P514",5,1,5,5,1,2,1,3,3,3,2,5,1,2,5
"P515",5,5,5,1,5,5,3,3,5,5,3,2,3,1,2
"P516",5,2,5,4,1,5,1,2,5,5,2,5,3,1,5
"P517",5,5,5,4,5,5,5,5,5,5,1,3,5,5,5
"P518",5,2,2,5,1,1,5,5,1,2,4,2,1,4,2
"P519",1,2,2,3,1,5,2,1,1,4,1,5,3,1,2
"P520",5,3,5,5,4,5,1,5,5,5,1,5,3,5,4
"P521",1,5,1,5,1,1,5,1,1,1,1,1,3,1,5
"P522",1,3,5,5,5,1,1,5,5,5,1,2,3,2,1
"P523",1,1,1,2,1,1,5,5,5,1,1,1,3,1,2
"P524",4,2,1,2,1,1,1,1,1,3,1,1,1,1,1
"P525",5,5,1,1,1,1,5,5,5,5,1,2,3,2,1
"P526",3,2,4,5,1,5,5,1,3,2,5,5,1,5,1
"P527",5,2,5,4,1,5,1,1,5,4,1,5,3,3,2
"P528",5,5,2,5,5,5,5,5,1,5,4,4,3,4,5
"P529",5,5,5,4,5,5,3,5,5,5,4,5,5,5,5
"P530",4,2,1,5,1,1,1,3,5,5,4,5,3,1,4
"P531",5,5,5,5,2,5,5,2,5,5,4,4,3,3,1
"P532",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"P533",5,5,5,5,5,5,4,5,1,4,4,4,5,1,5
"P534",4,2,2,1,2,1,4,3,5,2,1,2,4,1,1
"P535",5,5,5,5,2,1,5,5,5,5,2,4,1,1,5
"P536",1,2,2,5,1,5,1,5,5,5,4,1,3,1,2
"P537",3,3,5,1,1,1,1,1,5,3,1,5,4,1,1
"P538",5,1,1,5,1,1,4,1,4,1,2,2,1,5,3
"P539",5,2,1,4,4,5,1,2,5,4,4,5,4,2,5
"P540",5,1,2,5,1,1,1,5,1,5,3,4,3,5,1
"P541",1,5,1,2,1,5,4,1,5,4,2,2,1,5,2
"P542",1,5,2,2,1,1,1,1,1,4,1,3,1,4,1
"P543",5,5,5,1,5,5,3,3,5,5,5,5,5,5,1
"P544",5,5,5,5,5,5,2,5,1,5,3,5,5,4,5
"P545",5,5,3,1,1,1,1,5,5,3,1,4,1,4,1
"P546",1,1,2,1,1,1,5,1,4,2,2,1,3,1,1
"P547",1,5,5,5,4,1,4,5,4,5,2,2,5,5,5
"P548",1,2,5,5,1,5,1,5,5,3,1,2,5,2,5
"P549",1,1,2,5,1,5,1,3,5,3,1,2,3,4,1
"P550",5,5,5,3,4,5,5,5,5,5,5,2,3,5,5
"P551",4,5,5,5,2,5,5,5,5,5,4,2,1,2,3
"P552",5,4,2,4,4,5,1,5,5,5,4,2,3,1,4
"P553",5,4,5,3,2,5,1,5,5,2,1,2,1,1,1
"P554",5,5,5,5,4,5,5,5,5,5,5,4,3,5,2
"P555",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"P556",5,1,1,3,1,4,5,1,1,1,1,2,3,2,1
"P557",5,5,5,5,4,5,5,5,2,5,4,5,5,2,1
"P558",5,1,3,5,4,5,1,1,4,5,1,1,3,4,2
"P559",5,5,5,5,5,5,5,5,5,5,1,5,5,5,5
"P560",1,2,2,4,1,1,1,1,1,1,1,1,1,1,1
"P561",5,1,2,3,3,5,1,4,1,3,5,2,1,1,2
"P562",1,5,5,5,4,5,5,5,5,5,1,4,1,5,5
"P563",5,1,1,4,1,5,1,5,3,1,1,5,5,1,1
"P564",1,2,2,2,1,1,1,1,1,4,5,5,3,4,5
"P565",5,5,5,4,4,5,5,4,5,5,5,3,4,5,1
"P566",5,5,1,4,1,1,4,1,4,4,1,2,5,1,5
"P567",5,1,5,4,4,5,1,5,1,5,1,5,4,4,5
"P568",5,4,2,2,4,5,1,1,4,5,1,4,1,4,1
"P569",5,2,5,2,1,5,1,5,5,4,1,5,5,2,1
"P570",5,5,5,5,4,5,4,5,5,4,1,2,3,5,5
"P571",5,5,1,1,1,1,1,1,5,2,1,4,5,1,1
"P572",5,1,2,1,1,3,1,5,4,3,3,5,1,5,5
"P573",3,1,2,2,1,5,1,5,1,3,1,1,1,2,1
"P574",5,1,5,5,2,2,5,3,5,5,1,5,4,2,5
"P575",2,5,1,2,1,1,1,3,1,4,4,1,3,1,2
"P576",5,5,2,5,2,1,4,1,5,4,4,5,4,4,1
"P577",5,3,1,3,1,1,4,5,1,3,1,1,1,5,1
"P578",5,5,4,4,3,1,5,5,3,4,2,2,4,5,1
"P579",5,5,5,3,1,5,4,5,5,5,5,5,1,1,5
"P580",1,1,2,4,1,1,4,1,4,3,2,3,2,3,1
"P581",5,1,2,1,1,5,3,1,1,3,1,4,1,1,1
"P582",5,1,2,4,4,1,4,1,3,1,1,2,3,4,5
"P583",5,4,5,2,4,5,1,5,5,3,4,5,4,5,2
"P584",1,5,3,5,4,5,1,5,5,5,4,1,4,3,5
"P585",1,1,5,5,4,5,5,2,5,4,5,4,3,5,2
"P586",1,1,3,5,1,1,5,3,5,4,1,2,3,3,1
"P587",1,1,1,4,1,1,1,1,5,1,1,1,1,1,1
"P588",5,5,5,5,3,1,5,5,1,1,1,5,4,4,1
"P589",5,4,2,5,4,1,5,1,5,3,2,2,4,2,5
"P590",5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
"P591",5,1,5,4,4,5,2,1,3,4,4,4,3,3,2
"P592",5,5,5,4,4,5,5,1,3,5,3,5,5,3,5
"P593",5,1,5,5,5,5,5,1,5,5,2,2,3,2,5
"P594",5,5,5,5,5,5,3,5,5,5,2,5,4,5,5
"P595",5,5,5,3,5,5,1,2,5,5,4,5,4,1,5
"P596",5,5,2,5,4,5,2,5,4,5,3,5,3,1,1
"P597",1,1,2,2,3,1,1,1,3,3,2,2,1,2,1
"P598",5,1,2,4,4,5,1,5,5,5,2,5,3,2,5
"P599",1,1,2,1,1,1,2,1,5,5,1,1,1,1,1
"P600",1,4,1,3,2,5,1,2,5,4,1,2,3,1,1
