"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","attention_check","response_time_sec","criterion","known_group"
"E282",4,3,5,5,NA,3,5,2,5,4,5,5,1,2,2,3,215.6,0.324,"High"
"E283",5,5,2,5,5,5,4,3,5,5,1,5,4,4,1,3,122.8,-0.475,"High"
"E284",2,1,1,2,1,2,NA,NA,1,3,1,1,3,1,2,3,138,1.639,"Low"
"E285",5,4,5,4,1,5,5,3,5,5,2,4,4,5,2,3,135.4,0.436,"High"
"E286",5,2,2,3,2,4,5,3,4,2,2,1,5,5,4,3,191.2,0.749,"High"
"E287",4,4,2,2,1,3,2,5,4,5,5,1,1,3,1,3,146.5,0.05,"Low"
"E288",5,2,4,2,4,4,5,4,4,1,5,5,1,3,1,3,222.6,0.332,"Low"
"E289",1,4,4,2,2,2,4,4,NA,5,NA,2,1,3,2,3,149.5,0.352,"High"
"E290",2,4,3,2,4,1,4,2,2,1,4,3,2,2,1,3,402.3,0.124,"Low"
"E291",3,4,2,1,4,1,4,4,3,1,3,3,2,3,2,3,177.8,0.16,"Low"
"E292",1,5,3,3,NA,5,4,3,5,5,4,3,NA,5,4,3,151.2,1.393,"High"
"E293",1,NA,5,1,1,4,3,4,2,4,4,3,4,5,5,3,129.9,0.031,"Low"
"E294",3,3,4,3,1,1,4,4,4,5,5,4,5,3,2,3,86.3,-0.095,"Low"
"E295",5,3,3,4,3,1,2,3,1,4,2,5,5,1,1,3,224.7,-1.189,"High"
"E296",4,5,2,3,5,4,5,4,2,5,2,4,4,4,1,3,216.7,-1.254,"High"
"E297",3,4,1,1,3,3,4,2,1,NA,5,2,4,2,4,3,167.7,0.607,"Low"
"E298",3,3,3,5,5,1,4,1,3,2,4,5,4,3,3,3,155.8,-1.949,"High"
"E299",NA,5,5,3,4,3,1,4,2,5,2,5,3,2,2,3,216.5,-0.214,"Low"
"E300",2,4,1,1,2,1,5,3,2,2,5,2,4,1,3,3,76.3,0.242,"Low"
"E301",5,4,4,4,1,1,4,2,1,5,1,5,1,2,4,3,192.9,-0.072,"High"
"E302",3,3,1,2,5,2,5,3,4,3,2,2,3,1,2,3,170.7,-0.306,"Low"
"E303",5,3,1,4,3,5,3,4,3,1,5,3,3,1,4,3,118.4,-0.625,"Low"
"E304",4,3,3,4,3,5,3,4,3,4,5,2,5,3,1,3,194.6,0.247,"High"
"E305",1,3,5,2,1,1,4,1,1,1,2,3,5,3,4,3,39.3,0.983,"Low"
"E306",5,5,3,4,4,NA,NA,1,3,2,3,4,2,2,5,3,214.3,1.619,"High"
"E307",1,4,4,3,5,5,5,1,5,2,4,1,2,3,3,3,79.9,-1.136,"Low"
"E308",1,5,4,1,2,2,2,4,2,2,3,5,2,4,1,3,342.7,1.61,"Low"
"E309",5,2,3,2,3,4,2,1,4,4,4,1,1,4,2,3,215,-0.172,"Low"
"E310",5,5,5,2,2,1,5,4,4,2,5,3,5,3,4,3,258.1,-0.793,"High"
"E311",3,1,5,1,2,3,4,3,5,4,4,5,4,4,NA,3,96.9,-2.3,"High"
"E312",1,2,1,4,1,4,2,3,5,1,2,3,3,3,2,3,239.5,1.061,"Low"
"E313",5,2,5,3,2,3,1,2,3,4,2,3,5,2,4,3,150.6,0.162,"Low"
"E314",3,2,2,5,5,4,5,4,1,4,2,4,2,4,3,3,483.7,0.144,"High"
"E315",1,2,1,2,3,4,1,2,2,1,2,1,5,1,1,3,147.4,-0.781,"Low"
"E316",2,2,5,NA,3,1,2,3,5,1,4,1,3,2,4,3,112.1,-0.493,"Low"
"E317",2,1,4,1,1,2,2,4,2,3,3,3,3,3,1,3,129.6,1.132,"Low"
"E318",3,2,NA,5,4,3,2,3,2,4,4,1,1,4,2,3,279.5,-0.194,"High"
"E319",3,3,4,3,3,5,1,4,4,2,NA,4,5,3,3,3,311,-0.607,"High"
"E320",3,3,4,5,2,5,3,3,1,5,4,2,5,1,3,3,111.4,-1.412,"Low"
"E321",1,1,3,2,2,2,4,3,3,5,NA,1,3,2,3,3,255.5,0.965,"Low"
"E322",3,3,1,2,1,4,3,1,4,3,4,4,4,4,3,3,235,-0.639,"High"
"E323",1,4,3,2,3,2,4,4,3,2,4,5,3,5,1,3,236.5,1.679,"High"
"E324",5,3,3,5,4,1,2,5,5,5,2,3,4,4,4,3,212.2,-2.754,"High"
"E325",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109.7,-1.42,"High"
"E326",3,3,NA,4,5,5,3,5,1,2,2,1,1,1,4,3,131.6,-1.077,"High"
"E327",2,3,2,1,2,2,2,4,1,4,2,2,1,1,3,3,230.9,0.911,"Low"
"E328",3,4,5,2,4,4,5,1,1,1,NA,4,3,2,2,3,256.9,-1.921,"High"
"E329",2,5,1,3,2,3,4,4,3,3,4,5,1,3,4,3,152.8,-0.23,"High"
"E330",1,1,3,5,4,3,5,4,3,3,2,1,5,3,2,3,315.9,0.307,"Low"
"E331",5,2,5,1,1,NA,2,5,4,2,3,3,4,5,5,3,98.9,0.114,"High"
"E332",3,1,1,2,4,1,2,4,1,1,5,2,3,2,3,3,152.3,1.014,"Low"
"E333",3,5,4,2,5,1,2,4,2,4,1,5,3,NA,5,3,224,0.624,"Low"
"E334",1,1,3,4,2,1,1,3,3,1,2,4,2,5,5,3,422.6,2.377,"Low"
"E335",5,5,5,4,3,3,3,2,4,4,5,2,4,5,5,3,104.4,-0.125,"High"
"E336",4,3,2,1,4,1,3,2,4,3,3,4,2,5,4,3,192.8,1.278,"High"
"E337",3,2,4,NA,4,3,4,2,4,1,1,3,4,3,2,3,188.3,-0.903,"High"
"E338",5,2,4,5,5,4,2,3,NA,4,3,4,5,2,5,3,442.3,-0.341,"High"
"E339",2,2,3,1,2,2,4,3,2,2,2,4,1,4,4,3,268.1,0.416,"High"
"E340",2,1,3,2,1,1,1,3,4,5,1,1,1,1,4,3,209.2,-0.631,"Low"
"E341",5,NA,5,5,5,5,4,5,5,5,5,4,5,5,5,3,217.2,0.62,"Low"
"E342",4,5,5,4,4,2,4,5,2,4,3,4,5,3,1,3,334.4,-0.706,"High"
"E343",5,5,4,1,5,4,5,3,4,2,1,5,5,1,4,3,271.8,0.173,"Low"
"E344",1,1,2,1,2,1,1,1,3,4,NA,1,4,2,5,3,121.2,0.912,"Low"
"E345",4,5,2,4,3,3,2,1,5,4,2,2,1,5,4,3,100.5,-2.165,"High"
"E346",2,5,2,4,NA,1,1,4,4,4,2,2,4,1,4,3,193.9,-0.632,"Low"
"E347",2,4,2,5,3,3,1,1,5,5,5,1,3,3,3,3,128.7,-0.701,"High"
"E348",5,5,5,5,2,1,2,5,1,1,1,1,1,5,1,3,285.6,0.076,"Low"
"E349",5,1,1,4,3,4,5,5,5,1,5,5,1,3,3,3,204.2,1.369,"High"
"E350",NA,3,1,3,2,2,2,1,2,4,4,3,1,5,2,3,168.4,0.625,"High"
"E351",1,1,2,3,2,3,2,1,1,1,1,3,4,4,2,3,95.2,1.114,"Low"
"E352",3,3,5,4,3,5,4,5,2,5,1,4,5,1,1,3,146,-0.532,"High"
"E353",3,4,4,2,1,1,5,4,2,2,4,3,3,1,2,3,104.9,0.494,"High"
"E354",5,4,2,3,4,3,1,4,4,1,2,2,4,4,5,3,256,-0.495,"High"
"E355",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,364,1.178,"Low"
"E356",4,3,3,2,4,NA,2,2,5,2,2,5,2,2,3,3,203.3,-0.76,"Low"
"E357",4,5,5,5,4,4,3,3,3,1,5,4,5,1,3,3,374,-0.852,"High"
"E358",2,1,1,4,2,1,3,5,NA,1,5,4,2,2,5,3,125.9,0.92,"Low"
"E359",4,2,1,1,4,5,3,3,2,1,2,1,NA,1,3,3,165.6,0.823,"Low"
"E360",3,2,3,5,2,2,5,1,3,5,5,3,5,5,4,3,151.1,-0.257,"High"
"E361",3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,301.8,-0.217,"Low"
"E362",3,3,4,2,3,4,4,3,3,2,NA,4,5,1,1,3,209.4,-0.081,"High"
"E363",1,1,1,2,1,1,3,3,3,4,4,4,3,2,4,3,213.7,0.623,"Low"
"E364",1,2,4,2,NA,NA,1,3,1,4,5,1,1,4,2,4,159.8,1.466,"Low"
"E365",2,1,3,3,3,2,5,2,1,4,5,5,2,2,1,3,148.9,0.383,"Low"
"E366",5,2,4,2,1,5,5,2,3,2,4,2,4,2,2,3,323.3,0.711,"Low"
"E367",4,3,3,5,1,3,4,3,2,3,3,3,4,2,4,3,189.8,0.114,"High"
"E368",5,4,1,2,1,4,1,3,1,2,2,4,2,5,5,3,176.9,-0.659,"High"
"E369",4,1,5,2,4,2,4,3,2,5,1,2,5,1,3,3,150.6,-0.429,"High"
"E370",5,4,4,2,5,1,2,3,4,2,3,4,1,2,1,3,276.8,0.201,"Low"
"E371",1,2,1,NA,5,3,1,1,1,1,2,1,4,NA,4,3,161.2,0.734,"Low"
"E372",1,4,5,1,3,3,2,3,4,3,2,3,4,5,1,3,92.8,1.498,"Low"
"E373",5,1,2,1,NA,5,NA,5,1,1,2,3,3,2,3,3,190.6,-0.073,"Low"
"E374",2,1,2,2,NA,2,2,3,3,2,4,1,1,5,2,3,123.8,1.169,"Low"
"E375",4,5,3,2,5,1,4,3,3,3,1,2,1,5,4,3,106.8,0.377,"High"
"E376",3,4,1,2,5,3,3,1,4,5,3,4,2,1,5,3,250.2,0.998,"High"
"E377",NA,2,3,4,2,3,3,3,5,5,4,3,1,2,5,3,156.9,0.847,"High"
"E378",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,268.8,-0.115,"High"
"E379",2,2,2,4,2,1,4,1,4,2,5,5,2,3,4,3,147.2,0.127,"Low"
"E380",5,5,5,NA,1,1,3,5,3,5,4,5,1,4,2,3,260,-0.991,"High"
"E381",2,2,2,2,1,1,1,1,1,1,3,3,2,3,2,3,114.6,2.041,"Low"
"E382",3,5,5,4,2,4,5,3,2,3,4,5,3,5,2,3,301.5,0.71,"High"
"E383",5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,3,104.8,0.343,"Low"
"E384",5,1,3,1,1,3,5,5,3,3,5,3,1,1,5,3,172.5,-0.912,"High"
"E385",5,5,5,5,5,5,5,1,5,1,5,4,1,2,5,3,163.3,-1.141,"High"
"E386",3,5,5,4,5,2,1,3,5,5,4,1,4,1,5,3,206.1,1.32,"Low"
"E387",3,4,2,2,5,1,3,5,3,3,2,5,NA,4,2,3,257.1,-0.339,"High"
"E388",3,5,2,4,4,3,2,3,5,2,1,1,3,5,3,3,164.7,-1.613,"High"
"E389",3,2,3,4,5,4,2,4,3,3,3,4,2,2,1,3,146,0.327,"Low"
"E390",4,2,1,3,3,5,5,1,4,5,5,4,3,4,4,3,92.6,0.654,"Low"
"E391",3,5,4,2,3,3,5,4,5,1,4,1,1,5,1,3,149.8,0.451,"High"
"E392",4,2,2,5,2,4,5,5,1,3,2,3,2,2,2,3,137.2,0.126,"Low"
"E393",5,4,1,5,1,5,2,2,5,5,NA,4,5,1,3,5,150,-0.237,"High"
"E394",2,2,4,4,3,4,3,NA,3,3,1,4,5,4,3,3,279.5,-0.752,"High"
"E395",2,3,2,4,2,NA,5,4,5,2,NA,5,3,3,3,3,38.5,-0.679,"Low"
"E396",3,2,2,1,2,1,1,3,2,2,3,5,1,1,3,3,218.8,-0.133,"Low"
"E397",5,2,4,3,3,2,2,3,4,3,5,5,2,3,1,1,265.6,0.79,"Low"
"E398",1,5,3,3,1,3,4,2,5,5,4,4,2,1,5,3,507,-0.421,"High"
"E399",2,4,1,1,5,4,2,5,2,2,2,1,2,5,4,3,425.9,-0.099,"High"
"E400",3,4,2,5,3,4,5,4,1,1,5,1,1,4,4,3,275.4,-0.121,"High"
"E401",1,4,3,1,4,5,2,3,2,1,3,3,4,2,1,3,309.8,0.7,"Low"
"E402",3,1,3,3,2,2,3,1,2,2,3,3,4,1,5,3,165.2,2.485,"Low"
"E403",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,133.6,-0.292,"High"
"E404",3,3,5,5,5,5,2,2,1,2,1,3,3,3,2,3,183.1,-1.297,"High"
"E405",1,2,1,1,2,2,4,2,3,1,5,2,1,2,NA,3,192.8,0.734,"Low"
"E406",4,2,4,2,4,2,1,4,2,4,4,3,4,5,2,3,259.6,0.372,"Low"
"E407",5,5,4,1,4,1,2,4,3,5,4,2,2,4,2,3,104.9,-2.072,"Low"
"E408",2,5,4,5,5,5,5,5,5,4,2,5,1,3,NA,3,405.7,0.489,"High"
"E409",5,5,5,5,5,3,5,5,4,5,2,3,5,3,1,3,273.2,0.841,"High"
"E410",3,3,4,2,3,1,5,3,2,5,1,3,2,2,3,3,167.1,-0.118,"Low"
"E411",3,1,NA,2,5,2,5,2,3,1,2,1,NA,5,3,3,104.4,-0.342,"Low"
"E412",5,1,4,2,3,2,3,3,3,5,2,5,1,1,5,3,144.5,0.74,"High"
"E413",5,5,4,4,NA,5,3,4,5,3,3,2,1,4,3,3,388.1,0.011,"High"
"E414",1,5,1,2,4,2,4,4,2,3,4,5,5,4,2,3,266,-0.391,"High"
"E415",5,5,5,5,5,5,4,5,5,5,5,5,5,NA,5,3,114.6,2.054,"High"
"E416",3,1,2,1,1,4,1,4,5,5,1,2,3,3,1,3,119.4,-0.718,"Low"
"E417",2,5,4,3,2,3,4,3,3,2,5,4,4,4,3,3,134.6,-0.823,"High"
"E418",4,3,4,3,5,5,3,2,4,2,5,2,4,4,4,3,119.4,-2.304,"High"
"E419",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240.7,-0.76,"High"
"E420",4,3,1,1,1,4,4,3,2,1,4,3,1,2,2,3,231.7,-1.242,"High"
"E421",4,4,2,4,3,2,3,3,3,3,4,3,4,5,2,3,172,-0.123,"High"
"E422",3,4,4,5,2,2,3,4,2,5,3,1,2,3,2,3,177.7,0.28,"High"
"E423",5,NA,1,5,5,2,4,5,5,3,1,5,1,2,NA,3,130.6,-0.653,"High"
"E424",1,4,3,1,1,2,3,5,5,3,1,2,3,3,3,3,173.9,0.9,"Low"
"E425",5,5,2,5,5,2,2,4,5,1,5,4,1,2,4,3,177.8,0.717,"High"
"E426",2,5,5,5,5,5,NA,5,2,4,5,2,2,5,5,3,255.4,0.063,"High"
"E427",2,5,1,5,4,3,5,2,5,2,1,1,1,4,NA,3,90.9,-0.331,"High"
"E428",5,4,1,3,4,5,4,5,1,3,5,1,4,4,5,3,315.9,-0.756,"High"
"E429",1,4,2,1,5,1,4,4,3,2,2,2,5,5,3,3,207.9,-0.77,"Low"
"E430",2,3,5,1,NA,2,3,4,2,2,4,2,2,4,5,3,369.9,0.977,"Low"
"E431",3,4,3,4,2,2,2,4,3,4,4,4,3,2,5,3,220,-0.124,"High"
"E432",2,2,1,2,1,3,3,2,4,1,1,2,1,1,1,3,428.1,1.908,"Low"
"E433",1,3,2,2,4,5,1,3,1,1,1,2,4,1,2,3,119.2,-0.763,"High"
"E434",3,4,5,4,3,4,5,1,5,5,5,3,2,3,3,3,272.1,-1.142,"High"
"E435",4,5,5,NA,5,2,3,5,5,3,1,5,3,3,5,3,262.6,1.499,"High"
"E436",2,3,2,2,4,3,4,5,1,1,5,4,5,5,4,3,163.7,0.544,"Low"
"E437",5,4,4,5,5,4,4,4,4,4,3,2,5,5,4,1,141.3,0.283,"High"
"E438",1,4,1,5,1,2,NA,1,3,5,3,3,2,3,2,3,79.5,-2.099,"High"
"E439",5,2,2,5,2,2,5,5,1,2,4,5,2,4,NA,3,191.4,0.019,"High"
"E440",1,1,1,5,3,2,2,2,4,4,4,4,1,2,2,3,363.3,0.475,"High"
"E441",5,2,4,4,4,5,3,5,5,3,4,4,4,4,3,3,271.4,-0.202,"High"
"E442",5,5,5,5,4,5,5,1,4,5,3,2,2,3,5,3,124.4,-0.271,"High"
"E443",5,5,4,4,5,4,4,3,5,1,5,5,3,2,5,3,218.9,-0.866,"High"
"E444",5,4,4,4,5,5,5,4,4,1,3,5,3,3,1,3,156.6,-0.676,"High"
"E445",3,4,1,4,NA,5,1,3,5,1,1,3,1,5,4,3,247.4,1.975,"Low"
"E446",4,4,4,3,2,4,3,4,4,5,5,5,2,4,1,3,180.4,-1.125,"High"
"E447",1,3,3,2,1,2,3,2,1,5,5,3,2,4,3,3,238.9,-0.127,"Low"
"E448",5,1,1,2,4,1,3,3,1,2,2,3,5,3,2,3,272.1,0.045,"Low"
"E449",4,5,5,5,4,5,5,4,5,5,5,2,5,NA,1,3,107.4,-2.494,"High"
"E450",5,1,5,4,2,4,2,1,5,5,4,4,2,2,2,3,17.7,-0.28,"Low"
"E451",3,3,2,4,4,2,1,NA,5,2,1,5,5,1,2,3,159,0.942,"Low"
"E452",3,4,2,5,4,1,4,4,4,4,2,1,2,1,2,3,176.7,0.52,"High"
"E453",5,5,3,5,5,4,4,4,3,5,4,5,4,5,1,3,106.8,-0.44,"High"
"E454",5,3,4,4,2,5,4,3,4,5,2,3,4,4,4,3,149.5,0.065,"High"
"E455",2,3,4,1,4,1,NA,2,5,3,3,4,4,3,1,3,184.9,-0.865,"Low"
"E456",2,1,1,3,3,NA,5,2,2,3,2,3,4,3,2,3,135.7,1.335,"Low"
"E457",4,3,5,2,2,5,3,5,4,5,4,4,4,2,4,3,130.9,0.12,"High"
"E458",5,5,1,1,5,5,NA,4,2,3,3,2,5,3,1,3,142.7,0.679,"High"
"E459",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,167.5,-0.224,"Low"
"E460",5,3,5,5,1,5,4,3,2,2,2,1,4,4,4,3,160.6,0.866,"Low"
"E461",3,3,1,1,2,3,2,NA,2,3,2,4,5,1,1,3,216.6,1.649,"Low"
"E462",3,1,1,3,2,1,1,4,1,3,1,2,4,5,2,3,555.5,-1.021,"High"
"E463",1,1,1,3,1,4,2,2,5,5,4,5,5,1,2,3,173.3,0.569,"High"
"E464",1,1,1,4,2,2,5,2,3,1,1,1,2,1,4,3,272,2.105,"Low"
"E465",3,1,1,2,3,2,1,2,1,1,1,1,1,4,3,3,141,-0.655,"Low"
"E466",1,4,5,2,NA,1,4,3,2,1,3,1,3,2,1,3,140.6,-0.095,"Low"
"E467",5,4,2,4,3,1,4,4,3,3,5,2,2,2,4,3,240.6,0.274,"High"
"E468",4,3,5,1,1,4,1,NA,4,2,5,3,2,3,5,3,203.9,1.24,"High"
"E469",3,1,3,4,4,2,5,2,1,4,4,5,2,5,5,3,208.9,-0.049,"High"
"E470",1,1,5,5,1,1,1,3,4,1,2,3,4,2,2,3,126.3,0.718,"Low"
"E471",2,3,2,1,5,2,5,4,1,2,4,2,2,2,1,3,146.5,1.334,"Low"
"E472",5,5,5,5,2,NA,2,2,3,5,1,5,4,4,4,3,129.3,0.14,"High"
"E473",5,5,4,2,5,3,3,3,1,4,4,3,4,3,5,3,234.2,-1.755,"High"
"E474",5,5,4,4,1,2,1,1,4,3,2,3,4,2,3,3,101.9,-2.137,"High"
"E475",NA,1,3,NA,1,5,2,4,5,3,1,4,3,4,2,3,187.4,-0.911,"High"
"E476",3,4,3,5,4,2,5,5,5,1,1,1,4,5,5,3,98.8,-1.107,"High"
"E477",5,NA,1,1,4,3,3,4,2,5,2,4,5,5,5,3,140.8,-1.16,"High"
"E478",3,4,4,1,2,4,5,2,1,5,3,5,5,1,2,3,120.1,-0.342,"High"
"E479",5,2,1,2,2,2,1,1,4,4,2,1,2,5,4,3,123.5,0.183,"Low"
"E480",2,4,3,2,5,2,2,4,5,5,5,1,2,5,4,3,216.7,-0.9,"High"
"E481",5,1,4,4,5,4,4,5,2,1,4,4,3,2,1,3,190.6,-0.222,"High"
"E482",1,5,4,2,1,5,2,2,NA,1,1,5,4,4,4,3,39.6,0.915,"Low"
"E483",1,4,1,1,1,3,3,3,2,4,2,4,4,2,1,3,178.3,0.982,"Low"
"E484",2,4,5,4,4,5,5,5,3,5,1,3,3,1,3,3,200.7,-0.975,"High"
"E485",2,3,1,4,4,3,5,4,2,5,1,5,4,4,4,3,226.6,0.538,"High"
"E486",5,4,3,3,4,3,4,2,3,5,2,2,4,4,3,3,325.6,-0.453,"High"
"E487",5,5,4,1,5,4,1,1,4,5,1,3,3,3,3,3,247.6,-0.977,"High"
"E488",3,3,NA,1,1,4,1,2,4,5,5,2,1,3,3,3,168.9,0.023,"Low"
"E489",2,2,3,1,5,1,1,4,1,3,2,2,1,4,2,3,253.9,-0.852,"High"
"E490",1,5,2,4,4,2,4,5,3,5,3,2,1,4,1,3,116.1,-1.056,"High"
"E491",5,3,2,5,4,3,2,1,5,1,3,2,5,2,5,3,138.2,-0.21,"High"
"E492",1,1,4,3,2,5,4,3,3,3,1,2,3,2,2,3,221.7,0.587,"Low"
"E493",1,2,3,5,3,3,5,1,4,1,5,5,1,1,1,3,242.5,1.057,"Low"
"E494",3,1,5,1,2,1,5,2,3,2,2,3,4,2,1,3,241.5,1.067,"High"
"E495",1,3,4,1,3,4,4,1,4,3,4,4,5,4,1,3,83.9,-0.745,"Low"
"E496",2,2,5,3,1,2,5,4,3,3,NA,3,5,1,2,3,237.9,-0.594,"High"
"E497",2,3,4,3,4,5,3,2,1,2,1,3,5,1,1,3,136,-0.227,"High"
"E498",4,2,1,1,1,2,3,1,3,3,2,1,5,4,5,3,231.6,1.505,"Low"
"E499",2,3,2,2,4,5,4,5,1,4,5,4,3,5,1,3,394.1,-0.898,"High"
"E500",5,3,5,NA,1,1,2,2,1,NA,1,4,2,4,NA,3,190.1,-1.891,"High"
"E501",5,4,5,1,4,2,3,2,1,1,5,2,2,1,5,3,83.7,-0.874,"High"
"E502",2,5,4,1,4,5,5,1,1,4,1,5,2,4,1,3,304.6,0.804,"High"
"E503",2,3,1,1,4,2,5,4,1,3,4,2,3,3,4,3,89,-0.59,"Low"
"E504",3,3,2,3,2,1,3,5,4,5,4,5,3,2,1,3,153.7,-2.039,"High"
"E505",2,3,3,1,2,5,1,4,3,3,4,1,1,1,2,3,170.3,-0.559,"Low"
"E506",4,1,1,2,2,2,1,4,3,2,2,1,5,3,3,3,136.4,1.742,"Low"
"E507",1,4,5,4,5,3,4,2,NA,5,5,3,5,5,1,3,165.9,-0.054,"High"
"E508",2,1,1,1,3,5,3,2,3,4,1,3,1,1,5,3,237.5,0.899,"Low"
"E509",1,2,1,5,1,4,1,3,5,2,1,2,3,2,3,3,27.7,-0.711,"Low"
"E510",5,5,2,3,4,3,3,2,5,5,4,5,2,1,4,3,278.7,-1.847,"High"
"E511",3,4,4,2,4,NA,4,5,3,3,3,4,4,5,4,3,163.7,-1.62,"High"
"E512",NA,5,5,2,5,1,3,5,4,4,3,4,5,2,5,3,252.9,-1.577,"High"
"E513",3,5,3,5,4,4,3,3,1,5,2,3,4,2,4,3,230.3,2.154,"High"
"E514",1,3,3,4,1,5,3,2,4,1,2,1,1,2,1,3,162.5,1.521,"Low"
"E515",3,4,1,1,3,3,2,1,2,4,2,4,5,2,4,3,161.1,1.171,"Low"
"E516",1,2,3,5,3,2,1,1,5,1,2,3,2,2,4,3,279.5,-0.437,"Low"
"E517",2,5,2,3,1,4,5,4,4,2,4,2,NA,3,4,3,275,-0.015,"High"
"E518",4,NA,5,5,5,5,4,5,5,5,5,5,5,5,5,3,173.6,1.272,"High"
"E519",1,5,4,3,5,2,4,4,4,5,1,5,5,4,4,3,255.8,-0.729,"High"
"E520",4,5,4,2,4,5,3,3,2,5,5,4,1,3,5,3,247.2,-1.517,"High"
"E521",4,5,5,2,5,3,2,4,4,2,5,4,4,5,4,1,23.7,-0.749,"High"
"E522",5,5,1,5,5,5,3,4,5,5,4,5,4,5,1,3,91.8,-0.585,"High"
"E523",3,2,1,3,4,1,4,1,1,3,4,3,2,2,4,3,184.2,-0.514,"Low"
"E524",5,4,1,2,4,4,2,1,2,1,1,5,4,2,3,3,161.4,-1.039,"Low"
"E525",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,190.5,-0.431,"Low"
"E526",1,3,3,4,1,3,1,1,5,4,1,2,4,5,5,3,195.3,0.206,"High"
"E527",5,3,5,3,3,4,4,5,1,3,4,3,5,3,4,3,284.5,-1.967,"Low"
"E528",1,1,1,2,5,1,4,2,3,1,2,2,2,3,1,3,130.1,0.781,"Low"
"E529",3,3,1,5,3,5,2,2,2,2,3,NA,3,2,4,3,165.9,-0.246,"High"
"E530",4,1,4,5,NA,2,4,4,2,4,2,2,2,3,4,3,113.5,-1.859,"High"
"E531",4,3,5,3,4,2,5,4,4,3,4,4,5,1,1,3,252.8,-0.365,"High"
"E532",5,5,5,4,4,1,2,5,5,3,5,3,2,2,NA,3,322.9,-0.98,"High"
"E533",4,5,3,4,5,3,5,2,2,4,3,2,3,4,4,3,117.7,-0.469,"High"
"E534",NA,5,1,2,4,NA,3,5,4,5,4,1,4,3,5,3,151.9,1.721,"High"
"E535",5,5,2,1,2,4,1,5,5,2,1,2,5,5,1,3,206.9,-1.005,"High"
"E536",5,2,2,2,4,4,3,2,2,2,3,4,5,3,5,3,213.8,-0.862,"High"
"E537",3,3,5,1,3,3,3,2,2,4,1,3,4,5,3,3,115.1,0.408,"High"
"E538",2,4,4,2,1,5,3,2,5,3,2,1,5,2,3,3,99.8,-0.014,"High"
"E539",2,4,3,1,3,5,2,3,3,4,2,4,3,1,2,3,98.9,-0.684,"Low"
"E540",3,2,5,5,3,4,5,1,4,1,2,5,4,2,5,3,255.6,-1.89,"High"
"E541",1,4,4,1,3,5,2,1,5,1,2,2,5,5,1,3,183.8,-0.017,"Low"
"E542",4,3,4,2,2,2,5,2,5,4,3,1,1,5,5,3,169.3,0.909,"High"
"E543",5,3,3,5,3,4,1,5,5,5,3,5,1,3,5,3,133.4,-0.85,"High"
"E544",5,4,5,4,4,2,4,4,5,2,3,5,3,5,5,3,220.7,-0.161,"High"
"E545",5,4,5,5,5,5,1,1,4,3,5,2,2,5,3,3,233.8,-1.982,"High"
"E546",5,2,4,1,3,3,1,3,4,2,4,4,2,3,1,3,120.7,0.267,"Low"
"E547",4,5,5,2,2,4,4,1,5,4,5,4,3,5,3,3,159.8,0.274,"High"
"E548",1,1,3,4,2,1,3,4,3,1,1,4,3,3,4,3,349,-0.106,"Low"
"E549",1,1,3,2,1,1,3,5,5,4,4,5,1,2,3,3,192.3,0.407,"Low"
"E550",4,4,3,2,4,3,5,1,3,3,4,1,5,5,3,3,115.6,0.16,"High"
"E551",1,2,3,5,1,2,1,5,1,5,1,4,2,5,4,3,126.2,1.076,"Low"
"E552",5,5,3,5,5,4,5,4,5,5,4,5,4,3,1,3,238.1,-2.25,"High"
"E553",4,1,3,3,4,5,2,4,2,4,4,2,1,1,3,3,153.6,-1.377,"High"
"E554",4,2,1,4,3,4,4,4,4,5,1,5,3,4,5,3,220.9,-1.321,"High"
"E555",2,3,2,1,3,1,3,4,1,4,5,5,1,1,2,3,169.2,-0.36,"High"
"E556",1,2,4,4,2,1,1,1,1,1,3,3,1,4,4,3,142.4,2.282,"Low"
"E557",5,2,3,4,5,2,2,2,2,3,2,2,4,3,4,3,197,-1.132,"High"
"E558",4,4,5,4,4,3,5,1,4,5,5,5,3,3,5,3,140.9,-0.696,"High"
"E559",1,1,3,2,5,1,2,2,2,2,4,3,1,3,4,3,336.3,1.216,"Low"
"E560",5,5,3,4,2,3,3,5,4,4,2,4,2,2,1,5,189.4,-0.508,"Low"
"E561",1,2,3,5,5,4,2,2,3,2,3,NA,5,2,5,3,20.2,-0.823,"High"
"E562",5,NA,5,3,4,1,3,2,4,3,5,2,5,1,5,3,172.8,-1.606,"High"
"E563",2,2,1,5,2,4,1,3,3,1,5,5,2,2,5,3,199.4,0.521,"High"
"E564",2,4,3,1,1,4,2,5,3,4,4,1,2,3,3,3,188.5,0.054,"Low"
